hh,grp,first_day,last_day,n_days_any,n_days_full,dropped
MAC003882,Std,2012-10-25,2014-02-27,490,470.0,0
MAC003969,Std,2012-07-06,2014-02-27,602,580.0,0
MAC004102,Std,2012-05-18,2014-02-27,651,625.0,0
MAC004250,Std,2012-05-23,2014-02-27,644,614.0,0
MAC004272,Std,2012-05-24,2014-02-27,642,620.0,0
MAC004302,Std,2012-05-24,2014-02-27,643,617.0,0
MAC004369,Std,2012-03-16,2014-02-27,713,681.0,0
MAC004453,Std,2012-03-21,2014-02-27,709,678.0,0
MAC004471,Std,2011-12-17,2013-08-21,614,588.0,1
MAC004552,Std,2011-12-22,2014-02-27,799,765.0,0
MAC004649,Std,2012-07-12,2013-06-03,327,313.0,1
MAC004745,Std,2012-04-02,2014-02-27,696,671.0,0
MAC004809,Std,2012-04-05,2014-02-27,694,668.0,0
MAC004875,Std,2012-01-04,2014-02-27,786,757.0,0
MAC004898,Std,2012-01-16,2014-02-27,774,743.0,0
MAC004976,Std,2012-01-25,2013-09-17,602,574.0,1
MAC004980,Std,2012-01-25,2014-02-27,765,737.0,0
MAC005273,Std,2012-02-10,2014-02-27,749,721.0,0
MAC005459,Std,2012-04-16,2014-02-27,683,658.0,0
MAC005490,Std,2012-04-17,2014-02-27,682,655.0,0
MAC005554,Std,2012-05-21,2014-02-25,646,619.0,0
MAC000141,ToU,2011-12-16,2014-02-27,805,774.0,0
MAC000303,ToU,2012-03-05,2014-02-27,725,700.0,0
MAC000421,ToU,2012-03-21,2014-02-27,708,679.0,0
MAC000710,ToU,2012-04-19,2014-02-27,678,647.0,0
MAC000716,ToU,2012-04-19,2014-02-27,679,655.0,0
MAC001447,ToU,2012-05-21,2014-02-27,648,624.0,0
MAC001610,ToU,2012-05-25,2014-02-27,642,612.0,0
MAC002106,ToU,2012-06-17,2014-02-27,621,599.0,0
MAC002188,ToU,2012-06-23,2014-02-27,615,593.0,0
MAC002236,ToU,2012-04-21,2014-02-27,677,651.0,0
MAC002413,ToU,2012-04-30,2014-02-27,669,645.0,0
MAC004363,ToU,2012-03-16,2014-02-27,713,680.0,0
MAC005161,ToU,2012-05-31,2014-02-27,637,611.0,0
MAC000224,Std,2011-12-01,2013-09-10,650,623.0,1
MAC000353,Std,2012-03-09,2014-02-27,721,688.0,0
MAC000471,Std,2012-03-23,2014-02-27,707,678.0,0
MAC000597,Std,2012-04-12,2014-02-27,658,633.0,0
MAC000658,Std,2012-04-13,2014-02-27,682,652.0,0
MAC000660,Std,2012-04-14,2014-02-27,685,655.0,0
MAC000740,Std,2012-04-19,2014-02-27,679,653.0,0
MAC000815,Std,2012-04-25,2014-02-27,672,646.0,0
MAC000997,Std,2012-05-02,2014-02-27,662,637.0,0
MAC001084,Std,2012-05-08,2014-02-27,649,625.0,0
MAC001160,Std,2012-05-09,2014-02-27,660,634.0,0
MAC001373,Std,2012-05-17,2014-02-27,652,627.0,0
MAC001472,Std,2012-05-21,2014-02-27,648,624.0,0
MAC001579,Std,2012-05-25,2014-02-27,644,619.0,0
MAC001580,Std,2012-05-25,2014-02-27,641,616.0,0
MAC001616,Std,2012-05-26,2014-02-27,642,612.0,0
MAC001689,Std,2012-05-29,2014-02-27,637,614.0,0
MAC001816,Std,2012-06-07,2014-02-27,629,604.0,0
MAC001918,Std,2012-06-09,2014-02-27,628,605.0,0
MAC002044,Std,2012-06-14,2014-02-27,623,598.0,0
MAC002310,Std,2012-04-24,2014-02-27,674,648.0,0
MAC002419,Std,2012-04-30,2014-02-27,667,642.0,0
MAC002494,Std,2012-07-07,2014-02-27,601,576.0,0
MAC002528,Std,2012-07-09,2014-02-27,597,575.0,0
MAC002565,Std,2012-07-09,2014-02-27,599,575.0,0
MAC002615,Std,2012-05-03,2014-02-27,654,630.0,0
MAC002813,Std,2012-05-11,2014-02-27,657,628.0,0
MAC002973,Std,2012-07-03,2014-02-27,605,581.0,0
MAC003053,Std,2012-05-15,2014-02-27,653,628.0,0
MAC003183,Std,2012-09-13,2014-02-27,532,509.0,0
MAC003223,Std,2012-09-17,2014-02-27,529,508.0,0
MAC003267,Std,2012-09-20,2014-02-27,526,506.0,0
MAC003364,Std,2012-09-27,2014-02-27,519,498.0,0
MAC003500,Std,2012-10-04,2014-02-27,512,488.0,0
MAC003506,Std,2012-10-05,2014-02-27,511,491.0,0
MAC003542,Std,2012-10-08,2014-02-27,508,489.0,0
MAC003547,Std,2012-10-08,2014-02-27,508,486.0,0
MAC003688,Std,2012-10-16,2014-02-27,499,478.0,0
MAC003768,Std,2012-10-19,2014-02-27,497,479.0,0
MAC003803,Std,2012-10-22,2014-02-27,494,472.0,0
MAC003851,Std,2012-10-24,2014-02-27,492,473.0,0
MAC003909,Std,2012-10-26,2014-02-27,490,467.0,0
MAC003943,Std,2012-07-05,2014-02-27,602,581.0,0
MAC004111,Std,2012-05-19,2014-02-27,649,626.0,0
MAC004201,Std,2012-05-23,2014-02-27,646,619.0,0
MAC004413,Std,2012-03-19,2014-02-27,711,683.0,0
MAC004527,Std,2011-12-21,2014-02-27,800,772.0,0
MAC004810,Std,2012-04-05,2014-02-24,521,502.0,0
MAC004815,Std,2012-04-05,2014-02-27,694,667.0,0
MAC004881,Std,2012-01-09,2014-02-27,781,740.0,0
MAC005054,Std,2012-05-29,2014-02-27,639,615.0,0
MAC005153,Std,2012-05-31,2014-02-27,637,615.0,0
MAC005191,Std,2012-02-02,2014-02-27,757,730.0,0
MAC005248,Std,2012-02-07,2014-02-27,752,722.0,0
MAC000124,ToU,2011-12-15,2014-02-27,804,774.0,0
MAC000286,ToU,2012-03-01,2014-02-27,729,702.0,0
MAC001165,ToU,2012-05-09,2014-02-27,658,632.0,0
MAC001166,ToU,2012-05-09,2014-02-27,660,636.0,0
MAC001232,ToU,2012-05-14,2014-02-27,654,630.0,0
MAC001559,ToU,2012-05-22,2014-02-27,647,621.0,0
MAC001566,ToU,2012-05-23,2014-02-27,645,620.0,0
MAC002227,ToU,2012-04-21,2012-12-20,243,233.0,1
MAC002230,ToU,2012-04-21,2014-02-27,675,649.0,0
MAC002560,ToU,2012-07-09,2014-02-27,597,572.0,0
MAC002566,ToU,2012-07-09,2014-02-27,598,573.0,0
MAC002578,ToU,2012-07-10,2014-02-27,597,575.0,0
MAC003116,ToU,2012-05-16,2014-02-27,651,626.0,0
MAC005204,ToU,2012-02-03,2014-02-27,756,730.0,0
MAC000018,Std,2011-12-07,2014-02-27,814,786.0,0
MAC000066,Std,2011-12-09,2014-02-27,812,781.0,0
MAC000098,Std,2011-12-12,2014-02-27,806,775.0,0
MAC000175,Std,2011-11-25,2014-02-27,825,793.0,0
MAC000176,Std,2011-11-25,2014-02-27,825,790.0,0
MAC000359,Std,2012-03-10,2014-02-27,720,694.0,0
MAC000511,Std,2012-03-27,2014-02-27,703,676.0,0
MAC000550,Std,2012-04-11,2014-02-27,688,663.0,0
MAC000578,Std,2012-04-11,2014-02-27,687,661.0,0
MAC000700,Std,2012-04-18,2013-12-04,596,575.0,0
MAC000761,Std,2012-04-20,2014-02-27,679,648.0,0
MAC000799,Std,2012-04-25,2014-02-27,673,649.0,0
MAC000952,Std,2012-05-01,2014-02-13,649,625.0,0
MAC000984,Std,2012-05-02,2014-02-27,665,640.0,0
MAC001104,Std,2012-05-08,2014-02-27,660,634.0,0
MAC001151,Std,2012-05-09,2014-02-27,658,634.0,0
MAC001175,Std,2012-05-09,2013-03-30,325,311.0,1
MAC001176,Std,2012-05-09,2014-02-27,658,634.0,0
MAC001223,Std,2012-05-14,2014-02-27,654,626.0,0
MAC001317,Std,2012-05-16,2014-02-27,653,626.0,0
MAC001565,Std,2012-05-23,2014-01-21,606,581.0,0
MAC001668,Std,2012-05-28,2014-02-27,641,616.0,0
MAC001771,Std,2012-06-06,2014-02-27,629,606.0,0
MAC001815,Std,2012-06-06,2014-02-27,629,608.0,0
MAC001848,Std,2012-06-07,2014-02-27,630,606.0,0
MAC001850,Std,2012-06-07,2014-02-27,630,607.0,0
MAC002002,Std,2012-06-12,2014-02-27,625,601.0,0
MAC002050,Std,2012-06-15,2014-02-27,622,600.0,0
MAC002085,Std,2012-06-15,2014-02-27,623,601.0,0
MAC002086,Std,2012-06-17,2014-02-27,621,600.0,0
MAC002125,Std,2012-06-18,2014-02-27,620,595.0,0
MAC002190,Std,2012-06-23,2014-01-07,564,545.0,0
MAC002282,Std,2012-04-23,2014-02-27,676,645.0,0
MAC002394,Std,2012-04-30,2014-02-27,669,641.0,0
MAC002468,Std,2012-05-01,2014-02-27,668,643.0,0
MAC002474,Std,2012-05-01,2014-02-27,667,642.0,0
MAC002514,Std,2012-07-09,2014-02-27,599,576.0,0
MAC002554,Std,2012-07-09,2014-02-27,599,577.0,0
MAC002804,Std,2012-05-10,2013-09-19,494,475.0,1
MAC002837,Std,2012-05-11,2014-02-27,657,630.0,0
MAC002922,Std,2012-07-02,2014-02-27,604,578.0,0
MAC003189,Std,2012-09-13,2014-02-27,532,512.0,0
MAC003234,Std,2012-09-17,2014-02-27,529,509.0,0
MAC003426,Std,2012-10-01,2014-02-27,515,492.0,0
MAC003480,Std,2012-10-03,2014-02-27,513,489.0,0
MAC003485,Std,2012-10-03,2014-02-27,513,492.0,0
MAC003486,Std,2012-10-04,2014-02-27,512,490.0,0
MAC003567,Std,2012-10-09,2014-02-27,507,489.0,0
MAC003615,Std,2012-10-11,2014-02-27,505,483.0,0
MAC003616,Std,2012-10-11,2014-02-27,505,484.0,0
MAC003799,Std,2012-10-22,2014-02-27,494,469.0,0
MAC003949,Std,2012-07-05,2014-02-27,603,577.0,0
MAC003994,Std,2012-07-06,2014-02-27,602,579.0,0
MAC004042,Std,2012-07-06,2014-02-27,601,577.0,0
MAC004087,Std,2012-05-18,2014-02-27,649,620.0,0
MAC004125,Std,2012-05-19,2014-02-27,649,625.0,0
MAC004547,Std,2011-12-22,2014-02-27,799,771.0,0
MAC004763,Std,2012-04-03,2014-02-27,694,665.0,0
MAC004842,Std,2012-04-10,2014-02-27,688,657.0,0
MAC004876,Std,2012-01-04,2014-02-27,786,751.0,0
MAC004961,Std,2012-01-23,2013-03-11,412,397.0,1
MAC005119,Std,2012-05-31,2014-02-27,635,611.0,0
MAC005219,Std,2012-02-04,2014-02-27,755,728.0,0
MAC005228,Std,2012-02-06,2014-02-27,753,725.0,0
MAC005333,Std,2012-02-20,2014-01-31,712,683.0,0
MAC005378,Std,2012-02-23,2014-02-27,736,709.0,0
MAC005421,Std,2012-02-29,2014-02-27,730,698.0,0
MAC000170,ToU,2011-11-25,2014-02-27,826,788.0,0
MAC000392,ToU,2012-03-13,2014-02-27,717,690.0,0
MAC000529,ToU,2012-03-28,2014-02-27,702,676.0,0
MAC000544,ToU,2012-04-10,2014-02-27,687,661.0,0
MAC000913,ToU,2012-04-27,2014-02-27,672,646.0,0
MAC001586,ToU,2012-05-25,2014-02-27,643,618.0,0
MAC001855,ToU,2012-06-07,2014-02-27,627,605.0,0
MAC001856,ToU,2012-06-07,2014-02-27,629,600.0,0
MAC002118,ToU,2012-06-18,2014-02-27,620,588.0,0
MAC002268,ToU,2012-04-23,2014-02-27,672,648.0,0
MAC002507,ToU,2012-07-07,2014-02-27,601,580.0,0
MAC003202,ToU,2012-09-14,2013-02-17,157,150.0,1
MAC004107,ToU,2012-05-18,2014-02-27,650,625.0,0
MAC004917,ToU,2012-01-19,2014-02-27,747,714.0,0
MAC005495,ToU,2012-04-17,2014-02-27,679,651.0,0
MAC000085,Std,2011-12-10,2014-02-27,811,778.0,0
MAC000294,Std,2012-03-02,2014-02-27,728,699.0,0
MAC000334,Std,2012-03-07,2014-02-27,723,696.0,0
MAC000507,Std,2012-03-26,2014-02-27,704,677.0,0
MAC000691,Std,2012-04-18,2014-02-27,680,652.0,0
MAC000896,Std,2012-04-27,2014-02-27,672,644.0,0
MAC001003,Std,2012-05-02,2014-02-27,666,641.0,0
MAC001208,Std,2012-05-12,2014-02-27,656,629.0,0
MAC001212,Std,2012-05-12,2014-02-27,657,634.0,0
MAC001359,Std,2012-05-17,2014-02-27,648,623.0,0
MAC001389,Std,2012-05-17,2014-02-27,650,625.0,0
MAC001497,Std,2012-05-22,2014-02-27,647,622.0,0
MAC001628,Std,2012-05-28,2014-02-27,640,616.0,0
MAC001738,Std,2012-06-01,2014-02-27,634,611.0,0
MAC001810,Std,2012-06-06,2014-02-27,631,606.0,0
MAC001879,Std,2012-06-08,2014-02-03,604,576.0,0
MAC002080,Std,2012-06-17,2014-02-27,621,595.0,0
MAC002120,Std,2012-06-18,2014-02-27,620,600.0,0
MAC002196,Std,2012-06-23,2014-02-27,615,593.0,0
MAC002279,Std,2012-04-23,2014-02-27,672,647.0,0
MAC002315,Std,2012-04-24,2014-02-27,675,649.0,0
MAC002316,Std,2012-04-24,2014-02-27,674,644.0,0
MAC002681,Std,2012-05-04,2014-02-27,664,633.0,0
MAC002705,Std,2012-07-31,2014-02-27,576,554.0,0
MAC002706,Std,2012-05-05,2014-02-27,663,633.0,0
MAC002823,Std,2012-05-11,2014-02-27,658,633.0,0
MAC002988,Std,2012-07-04,2014-02-27,604,582.0,0
MAC003059,Std,2012-05-15,2014-02-27,651,627.0,0
MAC003060,Std,2012-05-15,2014-02-27,652,626.0,0
MAC003344,Std,2012-09-26,2014-02-27,520,498.0,0
MAC003397,Std,2012-09-28,2014-02-27,518,500.0,0
MAC003401,Std,2012-09-28,2014-02-27,518,499.0,0
MAC003610,Std,2012-10-11,2014-02-27,505,483.0,0
MAC003651,Std,2012-10-12,2014-02-27,504,485.0,0
MAC003724,Std,2012-10-17,2014-02-27,499,477.0,0
MAC003817,Std,2012-10-22,2014-02-27,494,477.0,0
MAC003868,Std,2012-10-25,2014-02-27,491,472.0,0
MAC003929,Std,2012-11-12,2014-02-27,473,454.0,0
MAC003953,Std,2012-07-05,2014-02-27,602,577.0,0
MAC004038,Std,2012-07-06,2014-02-27,602,578.0,0
MAC004131,Std,2012-05-19,2014-02-27,649,622.0,0
MAC004441,Std,2012-03-20,2014-02-27,709,682.0,0
MAC004608,Std,2012-07-11,2014-02-27,597,575.0,0
MAC004752,Std,2012-04-02,2014-02-27,697,670.0,0
MAC004816,Std,2012-04-05,2014-02-27,694,667.0,0
MAC004970,Std,2012-01-24,2014-02-27,766,734.0,0
MAC004985,Std,2012-01-26,2014-02-27,763,733.0,0
MAC004986,Std,2012-01-26,2014-02-27,764,735.0,0
MAC005047,Std,2012-02-01,2013-05-01,456,434.0,1
MAC005178,Std,2012-02-02,2014-02-27,757,730.0,0
MAC005288,Std,2012-02-13,2014-02-27,746,719.0,0
MAC005453,Std,2012-04-16,2014-02-27,682,655.0,0
MAC000751,ToU,2012-04-20,2014-02-27,677,647.0,0
MAC000828,ToU,2012-04-25,2014-02-27,674,646.0,0
MAC000895,ToU,2012-04-27,2014-02-27,671,643.0,0
MAC000946,ToU,2012-05-01,2013-09-29,517,499.0,1
MAC001303,ToU,2012-05-14,2014-02-27,655,630.0,0
MAC001861,ToU,2012-06-07,2014-02-27,629,603.0,0
MAC002126,ToU,2012-06-18,2014-02-27,619,596.0,0
MAC002678,ToU,2012-05-04,2014-02-27,665,642.0,0
MAC002864,ToU,2012-05-11,2014-02-27,655,626.0,0
MAC003425,ToU,2012-10-01,2014-02-27,514,491.0,0
MAC003476,ToU,2012-10-03,2014-02-27,513,494.0,0
MAC003643,ToU,2012-10-12,2014-02-27,504,479.0,0
MAC003783,ToU,2012-10-20,2014-02-27,496,479.0,0
MAC004126,ToU,2012-05-19,2014-02-27,647,623.0,0
MAC004323,ToU,2012-05-25,2013-08-15,447,431.0,1
MAC004832,ToU,2012-04-10,2014-02-27,688,656.0,0
MAC004837,ToU,2012-04-10,2014-02-27,689,660.0,0
MAC005159,ToU,2012-05-31,2014-02-27,637,615.0,0
MAC005279,ToU,2012-02-10,2014-02-27,749,723.0,0
MAC000024,Std,2011-12-07,2014-02-27,813,781.0,0
MAC000114,Std,2011-12-14,2013-01-29,413,396.0,1
MAC000268,Std,2011-12-05,2014-02-27,816,779.0,0
MAC000318,Std,2012-03-06,2014-02-27,724,694.0,0
MAC000345,Std,2012-03-09,2014-02-27,721,695.0,0
MAC000832,Std,2012-04-26,2014-02-27,673,647.0,0
MAC000904,Std,2012-04-27,2014-02-27,670,647.0,0
MAC000940,Std,2012-05-01,2014-02-27,646,623.0,0
MAC000978,Std,2012-05-02,2013-06-05,398,381.0,1
MAC001111,Std,2012-05-08,2014-02-27,658,632.0,0
MAC001229,Std,2012-05-14,2012-11-29,199,190.0,1
MAC001286,Std,2012-05-14,2014-02-27,654,629.0,0
MAC001309,Std,2012-05-15,2014-02-27,653,628.0,0
MAC001312,Std,2012-05-15,2014-02-27,653,627.0,0
MAC001347,Std,2012-05-17,2013-07-08,416,402.0,1
MAC001419,Std,2012-05-18,2013-09-09,477,460.0,1
MAC001523,Std,2012-05-22,2014-02-27,645,619.0,0
MAC001585,Std,2012-05-25,2014-02-27,643,610.0,0
MAC001832,Std,2012-06-07,2013-07-03,392,377.0,1
MAC001898,Std,2012-06-08,2014-02-27,629,604.0,0
MAC001941,Std,2012-06-11,2014-02-27,626,601.0,0
MAC002033,Std,2012-06-14,2014-02-27,623,602.0,0
MAC002105,Std,2012-06-16,2013-04-16,304,293.0,1
MAC002144,Std,2012-06-19,2014-02-27,619,596.0,0
MAC002195,Std,2012-06-23,2014-02-27,614,583.0,0
MAC002235,Std,2012-04-21,2014-02-27,677,650.0,0
MAC002273,Std,2012-04-23,2014-02-27,668,642.0,0
MAC002764,Std,2012-05-10,2014-02-27,658,627.0,0
MAC002832,Std,2012-05-11,2014-02-27,646,617.0,0
MAC002902,Std,2012-07-02,2014-02-27,606,583.0,0
MAC002962,Std,2012-07-03,2014-02-27,603,582.0,0
MAC003041,Std,2012-05-15,2014-02-27,644,617.0,0
MAC003255,Std,2012-09-19,2014-02-27,527,509.0,0
MAC003389,Std,2012-09-28,2014-02-27,518,500.0,0
MAC003392,Std,2012-09-28,2014-02-27,517,492.0,0
MAC003490,Std,2012-10-04,2014-02-27,512,493.0,0
MAC003628,Std,2012-10-11,2014-02-27,505,481.0,0
MAC003793,Std,2012-10-22,2014-02-27,494,476.0,0
MAC004277,Std,2012-05-24,2014-02-27,645,621.0,0
MAC004348,Std,2012-03-15,2014-02-27,715,684.0,0
MAC004487,Std,2011-12-19,2014-02-27,802,769.0,0
MAC004542,Std,2011-12-21,2014-02-27,800,765.0,0
MAC004571,Std,2011-12-23,2014-02-27,798,761.0,0
MAC004634,Std,2012-07-12,2014-02-27,595,573.0,0
MAC005088,Std,2012-05-30,2014-02-27,637,611.0,0
MAC005133,Std,2012-05-31,2014-02-27,637,612.0,0
MAC005296,Std,2012-02-14,2014-02-27,743,717.0,0
MAC005414,Std,2012-02-28,2014-02-27,731,703.0,0
MAC005437,Std,2012-04-16,2014-02-27,683,660.0,0
MAC005469,Std,2012-04-16,2014-02-27,683,655.0,0
MAC001383,ToU,2012-05-17,2014-02-27,649,622.0,0
MAC001542,ToU,2012-05-22,2014-02-27,645,618.0,0
MAC001547,ToU,2012-05-22,2014-02-27,645,613.0,0
MAC001712,ToU,2012-06-01,2013-05-02,335,324.0,1
MAC004231,ToU,2012-05-23,2014-02-27,645,620.0,0
MAC004439,ToU,2012-03-20,2014-02-27,710,681.0,0
MAC002212,Std,2012-06-27,2014-02-27,611,590.0,0
MAC003742,Std,2012-10-18,2014-02-27,498,474.0,0
MAC001278,Std,2012-05-14,2012-05-24,11,8.0,1
MAC004497,ToU,2011-12-19,2014-02-27,802,774.0,0
MAC004949,ToU,2012-01-21,2013-09-03,592,570.0,1
MAC005057,ToU,2012-05-29,2013-05-27,363,350.0,1
MAC005102,ToU,2012-05-30,2014-02-27,638,614.0,0
MAC005184,ToU,2012-02-02,2014-02-27,757,730.0,0
MAC005465,ToU,2012-04-16,2014-02-27,680,654.0,0
MAC000058,Std,2011-12-09,2014-02-27,811,778.0,0
MAC000089,Std,2011-12-12,2014-02-27,809,778.0,0
MAC000122,Std,2011-12-15,2014-02-27,806,768.0,0
MAC000167,Std,2011-11-24,2014-02-27,827,791.0,0
MAC000237,Std,2011-12-03,2014-02-27,775,739.0,0
MAC000283,Std,2012-03-01,2014-02-27,729,701.0,0
MAC000349,Std,2012-03-09,2014-02-27,721,696.0,0
MAC000350,Std,2012-03-09,2014-02-27,721,695.0,0
MAC000498,Std,2012-03-26,2014-02-27,704,678.0,0
MAC000663,Std,2012-04-14,2014-02-27,684,660.0,0
MAC000703,Std,2012-04-19,2014-02-27,678,650.0,0
MAC000790,Std,2012-04-20,2014-02-27,677,648.0,0
MAC000954,Std,2012-05-01,2014-02-27,667,639.0,0
MAC001121,Std,2012-05-08,2014-02-27,659,632.0,0
MAC001158,Std,2012-05-09,2013-06-10,398,380.0,1
MAC001194,Std,2012-05-11,2014-02-27,658,634.0,0
MAC001234,Std,2012-05-14,2014-02-27,652,623.0,0
MAC001283,Std,2012-05-14,2014-02-27,653,630.0,0
MAC001385,Std,2012-05-17,2014-02-27,651,625.0,0
MAC001444,Std,2012-05-18,2014-02-27,648,620.0,0
MAC001544,Std,2012-05-22,2014-02-27,647,617.0,0
MAC001589,Std,2012-05-25,2014-02-27,642,616.0,0
MAC001619,Std,2012-05-26,2014-02-27,642,616.0,0
MAC001621,Std,2012-05-26,2014-02-27,642,619.0,0
MAC001654,Std,2012-05-28,2013-06-05,374,360.0,1
MAC001744,Std,2012-06-02,2014-02-27,636,612.0,0
MAC001911,Std,2012-06-09,2014-02-27,626,601.0,0
MAC002004,Std,2012-06-12,2013-08-21,435,415.0,1
MAC002053,Std,2012-06-15,2014-02-27,622,598.0,0
MAC002094,Std,2012-06-17,2014-02-27,621,596.0,0
MAC002485,Std,2012-07-07,2014-02-27,601,578.0,0
MAC002521,Std,2012-07-09,2014-02-27,599,575.0,0
MAC002563,Std,2012-07-09,2014-02-27,599,577.0,0
MAC002703,Std,2012-05-05,2014-02-27,663,637.0,0
MAC002740,Std,2012-05-08,2014-02-27,659,628.0,0
MAC002745,Std,2012-05-09,2014-02-27,657,633.0,0
MAC002820,Std,2012-05-11,2014-02-27,655,629.0,0
MAC002981,Std,2012-07-03,2014-02-27,605,582.0,0
MAC003008,Std,2012-05-15,2014-02-27,653,629.0,0
MAC003048,Std,2012-05-15,2014-02-27,654,630.0,0
MAC003050,Std,2012-05-15,2014-02-27,654,626.0,0
MAC003113,Std,2012-05-16,2014-02-27,648,621.0,0
MAC003168,Std,2012-08-17,2014-02-27,560,529.0,0
MAC003284,Std,2012-09-21,2014-02-27,525,505.0,0
MAC003362,Std,2012-09-27,2014-02-27,519,497.0,0
MAC003448,Std,2012-10-02,2014-02-27,513,491.0,0
MAC003589,Std,2012-10-10,2014-02-27,505,483.0,0
MAC003590,Std,2012-10-10,2014-02-27,504,477.0,0
MAC003696,Std,2012-11-06,2014-02-27,479,461.0,0
MAC003735,Std,2012-10-18,2014-02-27,498,479.0,0
MAC003785,Std,2012-10-22,2014-02-27,494,476.0,0
MAC003786,Std,2012-10-22,2014-02-27,494,473.0,0
MAC003790,Std,2012-10-22,2014-02-27,494,474.0,0
MAC003900,Std,2012-10-26,2014-02-27,489,471.0,0
MAC003937,Std,2012-07-05,2014-02-27,601,576.0,0
MAC003940,Std,2012-07-05,2014-02-27,603,582.0,0
MAC003992,Std,2012-07-06,2014-02-27,602,579.0,0
MAC004123,Std,2012-05-19,2014-02-27,650,622.0,0
MAC004253,Std,2012-05-23,2014-02-27,646,622.0,0
MAC004325,Std,2012-03-14,2014-02-27,716,681.0,0
MAC004360,Std,2012-03-15,2014-02-27,715,685.0,0
MAC004429,Std,2012-03-20,2014-02-27,710,681.0,0
MAC004455,Std,2011-12-16,2014-02-27,805,776.0,0
MAC004508,Std,2011-12-20,2014-02-27,801,771.0,0
MAC004538,Std,2011-12-21,2013-07-02,560,531.0,1
MAC004591,Std,2012-07-11,2014-02-27,597,575.0,0
MAC004943,Std,2012-01-21,2014-02-27,769,734.0,0
MAC005107,Std,2012-05-30,2014-02-27,636,612.0,0
MAC005293,Std,2012-02-13,2014-02-27,746,720.0,0
MAC005312,Std,2012-02-15,2014-01-07,693,668.0,0
MAC005388,Std,2012-02-24,2014-02-27,735,705.0,0
MAC005405,Std,2012-02-27,2014-02-27,732,705.0,0
MAC005406,Std,2012-02-27,2014-02-27,732,704.0,0
MAC005441,Std,2012-04-16,2014-02-27,681,655.0,0
MAC005466,Std,2012-04-16,2014-02-27,682,656.0,0
MAC000173,ToU,2011-11-25,2014-02-27,826,789.0,0
MAC000193,ToU,2011-11-28,2014-02-27,823,794.0,0
MAC000688,ToU,2012-04-18,2014-02-27,680,648.0,0
MAC000709,ToU,2012-04-19,2014-02-27,680,653.0,0
MAC000943,ToU,2012-05-01,2014-02-27,665,638.0,0
MAC001102,ToU,2012-05-08,2014-02-27,661,635.0,0
MAC001925,ToU,2012-06-09,2014-02-04,606,584.0,0
MAC002030,ToU,2012-06-15,2014-02-27,623,598.0,0
MAC002634,ToU,2012-05-03,2013-04-29,361,346.0,1
MAC002722,ToU,2012-05-08,2014-02-27,661,634.0,0
MAC002826,ToU,2012-05-11,2014-02-27,655,626.0,0
MAC003180,ToU,2012-09-13,2014-02-27,533,512.0,0
MAC003185,ToU,2012-09-13,2014-02-27,533,513.0,0
MAC003550,ToU,2012-10-08,2014-02-27,507,485.0,0
MAC003555,ToU,2012-10-08,2014-02-27,508,489.0,0
MAC004765,ToU,2012-04-03,2014-02-27,695,667.0,0
MAC004932,ToU,2012-01-20,2014-02-27,770,745.0,0
MAC004937,ToU,2012-01-20,2014-02-27,770,742.0,0
MAC005150,ToU,2012-05-31,2014-02-27,636,607.0,0
MAC005352,ToU,2012-02-22,2014-02-27,737,702.0,0
MAC000027,Std,2011-12-07,2014-02-27,814,784.0,0
MAC000063,Std,2011-12-09,2013-09-23,655,630.0,1
MAC000112,Std,2011-12-14,2014-02-27,807,778.0,0
MAC000162,Std,2011-11-24,2014-02-27,827,798.0,0
MAC000305,Std,2012-03-05,2014-02-27,725,699.0,0
MAC000361,Std,2012-03-10,2014-02-27,718,690.0,0
MAC000532,Std,2012-03-28,2014-02-27,700,669.0,0
MAC000559,Std,2012-04-11,2014-02-27,685,658.0,0
MAC000604,Std,2012-04-12,2014-02-27,685,661.0,0
MAC000679,Std,2012-04-18,2014-02-27,681,657.0,0
MAC000758,Std,2012-04-20,2013-11-14,573,550.0,1
MAC000949,Std,2012-05-01,2014-02-27,668,639.0,0
MAC001006,Std,2012-05-02,2014-02-27,664,641.0,0
MAC001068,Std,2012-05-08,2014-02-27,658,634.0,0
MAC001173,Std,2012-05-09,2014-02-27,657,628.0,0
MAC001201,Std,2012-05-11,2013-02-26,291,280.0,1
MAC001265,Std,2012-05-14,2014-01-31,628,605.0,0
MAC001266,Std,2012-05-14,2014-02-27,655,631.0,0
MAC001380,Std,2012-05-17,2014-02-27,651,628.0,0
MAC001451,Std,2012-05-21,2014-02-27,646,622.0,0
MAC001532,Std,2012-05-22,2014-02-27,647,622.0,0
MAC001575,Std,2012-05-25,2014-02-27,643,619.0,0
MAC001613,Std,2012-05-25,2014-02-27,644,614.0,0
MAC001758,Std,2012-06-02,2014-02-27,636,614.0,0
MAC001891,Std,2012-06-08,2014-02-27,627,601.0,0
MAC001926,Std,2012-06-09,2014-02-27,627,604.0,0
MAC001987,Std,2012-06-12,2013-07-22,406,390.0,1
MAC002021,Std,2012-06-14,2014-02-27,623,597.0,0
MAC002065,Std,2012-06-15,2014-02-27,622,598.0,0
MAC002066,Std,2012-06-15,2014-02-27,623,601.0,0
MAC002177,Std,2012-06-22,2014-02-27,613,590.0,0
MAC002214,Std,2012-06-28,2014-02-27,606,584.0,0
