hh,grp,first_day,last_day,n_days_any,n_days_full,dropped
MAC003487,Std,2012-10-04,2014-02-27,512,492.0,0
MAC003663,Std,2012-10-12,2014-02-27,504,484.0,0
MAC003746,Std,2012-10-18,2014-02-27,498,477.0,0
MAC003794,Std,2012-10-22,2014-02-27,493,474.0,0
MAC003880,Std,2012-10-25,2014-02-27,490,470.0,0
MAC004051,Std,2012-07-07,2014-02-27,601,571.0,0
MAC004105,Std,2012-05-18,2014-02-27,650,624.0,0
MAC004141,Std,2012-05-21,2014-02-27,648,625.0,0
MAC004241,Std,2012-05-23,2014-02-27,646,624.0,0
MAC004305,Std,2012-05-24,2014-02-27,643,615.0,0
MAC004306,Std,2012-05-24,2014-02-27,645,619.0,0
MAC004351,Std,2012-03-15,2014-01-31,688,660.0,0
MAC004486,Std,2011-12-19,2013-07-20,535,518.0,1
MAC004725,Std,2012-04-02,2014-02-27,696,669.0,0
MAC004726,Std,2012-04-02,2014-02-27,694,665.0,0
MAC004756,Std,2012-04-03,2013-02-26,329,314.0,1
MAC004791,Std,2012-04-04,2014-02-27,693,668.0,0
MAC004861,Std,2011-12-30,2014-02-27,791,757.0,0
MAC005009,Std,2012-01-28,2014-02-27,762,736.0,0
MAC005109,Std,2012-05-30,2014-02-27,637,614.0,0
MAC005262,Std,2012-02-09,2014-02-27,750,722.0,0
MAC005297,Std,2012-02-14,2014-02-27,745,720.0,0
MAC005398,Std,2012-02-27,2014-02-27,732,705.0,0
MAC005436,Std,2012-04-14,2014-02-27,684,652.0,0
MAC005481,Std,2012-04-16,2014-02-27,681,650.0,0
MAC000339,ToU,2012-03-08,2014-02-27,721,695.0,0
MAC000342,ToU,2012-03-08,2014-02-27,716,689.0,0
MAC000641,ToU,2012-04-13,2014-02-27,685,659.0,0
MAC001715,ToU,2012-07-20,2014-02-27,588,569.0,0
MAC003390,ToU,2012-09-28,2014-02-27,517,494.0,0
MAC003396,ToU,2012-09-28,2014-02-27,516,494.0,0
MAC003545,ToU,2012-10-08,2014-02-27,508,489.0,0
MAC004493,ToU,2011-12-19,2014-02-27,801,770.0,0
MAC004722,ToU,2012-03-31,2014-02-27,698,668.0,0
MAC004783,ToU,2012-04-04,2014-02-27,695,666.0,0
MAC004789,ToU,2012-04-04,2014-02-27,695,668.0,0
MAC005068,ToU,2012-05-29,2014-02-27,638,614.0,0
MAC005541,ToU,2012-04-18,2014-02-27,681,653.0,0
MAC000060,Std,2011-12-09,2014-02-27,812,781.0,0
MAC000086,Std,2011-12-10,2014-02-27,811,782.0,0
MAC000164,Std,2011-11-24,2014-01-26,795,755.0,0
MAC000234,Std,2011-12-01,2014-02-27,820,783.0,0
MAC000280,Std,2012-03-01,2014-02-27,729,698.0,0
MAC000346,Std,2012-03-09,2014-02-27,721,694.0,0
MAC000381,Std,2012-03-13,2014-02-27,717,691.0,0
MAC000458,Std,2012-03-23,2013-05-14,418,401.0,1
MAC000502,Std,2012-03-26,2014-02-27,703,678.0,0
MAC000534,Std,2012-03-28,2013-03-26,362,347.0,1
MAC000602,Std,2012-04-12,2013-02-26,319,307.0,1
MAC000705,Std,2012-04-19,2014-02-27,674,650.0,0
MAC000706,Std,2012-04-19,2014-02-27,679,653.0,0
MAC000793,Std,2012-04-21,2014-02-27,673,640.0,0
MAC000837,Std,2012-04-26,2014-02-27,672,644.0,0
MAC000919,Std,2012-04-27,2014-02-27,670,646.0,0
MAC000957,Std,2012-05-01,2014-02-27,668,641.0,0
MAC000992,Std,2012-05-02,2014-02-27,665,635.0,0
MAC001041,Std,2012-05-03,2014-02-27,664,637.0,0
MAC001078,Std,2012-05-08,2014-02-27,659,632.0,0
MAC001192,Std,2012-05-11,2014-02-27,656,627.0,0
MAC001197,Std,2012-05-11,2014-02-27,655,627.0,0
MAC001237,Std,2012-05-14,2014-02-27,653,627.0,0
MAC001280,Std,2012-05-14,2014-02-27,653,625.0,0
MAC001442,Std,2012-05-18,2014-02-27,650,625.0,0
MAC001591,Std,2012-05-25,2014-02-27,643,621.0,0
MAC001652,Std,2012-05-28,2014-02-27,638,615.0,0
MAC001657,Std,2012-05-28,2014-02-27,638,615.0,0
MAC001742,Std,2012-06-02,2014-02-27,634,610.0,0
MAC001907,Std,2012-06-09,2014-02-27,629,604.0,0
MAC001937,Std,2012-06-11,2014-02-27,625,600.0,0
MAC002007,Std,2012-06-12,2014-02-27,623,600.0,0
MAC002055,Std,2012-06-16,2014-02-27,622,600.0,0
MAC002056,Std,2012-06-16,2014-02-27,514,496.0,0
MAC002097,Std,2012-06-17,2013-02-17,246,238.0,1
MAC002100,Std,2012-06-17,2014-02-27,621,599.0,0
MAC002287,Std,2012-04-23,2014-02-27,674,642.0,0
MAC002341,Std,2012-04-24,2014-02-27,673,647.0,0
MAC002378,Std,2012-04-28,2013-12-19,600,579.0,0
MAC002407,Std,2012-04-30,2014-02-27,669,639.0,0
MAC002483,Std,2012-05-01,2014-02-27,667,639.0,0
MAC002489,Std,2012-07-07,2014-02-27,601,575.0,0
MAC002700,Std,2012-05-05,2014-02-27,662,631.0,0
MAC002743,Std,2012-05-08,2014-02-27,659,633.0,0
MAC002819,Std,2012-05-11,2014-02-27,655,625.0,0
MAC002892,Std,2012-07-02,2014-02-27,606,578.0,0
MAC002979,Std,2012-07-05,2014-02-27,603,582.0,0
MAC003115,Std,2012-05-17,2014-02-27,650,628.0,0
MAC003138,Std,2012-07-14,2014-02-27,593,571.0,0
MAC003141,Std,2012-07-14,2014-02-27,594,571.0,0
MAC003282,Std,2012-09-21,2014-02-27,524,505.0,0
MAC003287,Std,2012-09-21,2014-02-27,523,502.0,0
MAC003451,Std,2012-12-08,2014-02-27,447,431.0,0
MAC003538,Std,2012-10-08,2014-02-27,508,489.0,0
MAC003593,Std,2012-10-10,2014-02-27,506,483.0,0
MAC003693,Std,2012-10-16,2014-02-27,500,479.0,0
MAC003739,Std,2012-10-18,2014-02-27,498,480.0,0
MAC003789,Std,2012-10-22,2014-02-27,494,474.0,0
MAC003828,Std,2012-10-23,2014-02-27,493,476.0,0
MAC004082,Std,2012-05-18,2014-02-27,651,627.0,0
MAC004120,Std,2012-05-19,2014-02-27,650,626.0,0
MAC004158,Std,2012-05-21,2014-02-27,644,621.0,0
MAC004161,Std,2012-05-21,2014-02-27,646,615.0,0
MAC004255,Std,2012-05-24,2014-02-27,642,616.0,0
MAC004319,Std,2012-05-25,2014-02-27,644,621.0,0
MAC004391,Std,2012-03-17,2014-02-27,713,689.0,0
MAC004426,Std,2012-03-19,2014-02-27,711,682.0,0
MAC004459,Std,2011-12-16,2014-02-27,805,766.0,0
MAC004482,Std,2011-12-19,2014-02-27,802,770.0,0
MAC004511,Std,2011-12-20,2014-02-27,801,769.0,0
MAC004589,Std,2012-07-11,2014-02-27,597,575.0,0
MAC004824,Std,2012-04-05,2014-02-27,692,664.0,0
MAC004870,Std,2012-01-03,2013-11-19,687,657.0,1
MAC004901,Std,2012-01-16,2014-02-27,773,746.0,0
MAC004940,Std,2012-01-21,2014-02-27,769,737.0,0
MAC005071,Std,2012-05-30,2014-02-27,639,615.0,0
MAC005104,Std,2012-05-30,2014-02-27,639,615.0,0
MAC005265,Std,2012-02-09,2014-02-27,750,712.0,0
MAC005295,Std,2012-02-13,2014-02-27,746,720.0,0
MAC005314,Std,2012-02-16,2014-02-27,743,714.0,0
MAC005409,Std,2012-02-28,2014-02-27,731,703.0,0
MAC005463,Std,2012-04-16,2014-02-27,683,660.0,0
MAC000048,ToU,2011-12-08,2014-02-27,813,785.0,0
MAC000051,ToU,2011-12-08,2014-02-27,812,773.0,0
MAC000065,ToU,2011-12-09,2013-07-07,577,554.0,1
MAC000939,ToU,2012-05-01,2014-02-27,668,641.0,0
MAC000945,ToU,2012-05-01,2014-02-27,666,639.0,0
MAC002039,ToU,2012-06-14,2014-02-27,622,596.0,0
MAC002712,ToU,2012-05-08,2014-02-27,661,637.0,0
MAC002927,ToU,2012-07-02,2014-02-27,604,580.0,0
MAC003580,ToU,2012-10-09,2014-02-27,506,488.0,0
MAC003903,ToU,2012-10-26,2014-02-27,490,471.0,0
MAC004021,ToU,2012-07-06,2014-02-27,602,578.0,0
MAC004264,ToU,2012-05-24,2014-02-27,644,620.0,0
MAC004307,ToU,2012-05-24,2014-02-27,644,621.0,0
MAC004408,ToU,2012-03-19,2014-02-27,709,682.0,0
MAC004419,ToU,2012-03-19,2014-02-27,711,686.0,0
MAC004687,ToU,2012-07-13,2014-02-27,595,573.0,0
MAC004757,ToU,2012-04-03,2014-02-27,696,667.0,0
MAC005148,ToU,2012-05-31,2014-02-27,636,608.0,0
MAC005342,ToU,2012-02-21,2014-02-27,738,712.0,0
MAC005347,ToU,2012-02-21,2014-02-27,736,707.0,0
MAC000108,Std,2011-12-13,2014-02-27,808,776.0,0
MAC000196,Std,2011-11-28,2014-02-27,734,707.0,0
MAC000491,Std,2012-03-24,2013-03-06,348,334.0,1
MAC000607,Std,2012-04-12,2013-03-06,328,316.0,1
MAC000724,Std,2012-04-19,2014-02-27,680,654.0,0
MAC001009,Std,2012-05-02,2014-02-27,665,641.0,0
MAC001128,Std,2012-05-09,2014-02-27,659,634.0,0
MAC001170,Std,2012-05-09,2014-02-27,659,636.0,0
MAC001263,Std,2012-05-14,2014-02-27,654,627.0,0
MAC001294,Std,2012-05-14,2014-02-27,653,629.0,0
MAC001379,Std,2012-05-17,2014-02-27,651,621.0,0
MAC001501,Std,2012-05-22,2014-02-27,644,622.0,0
MAC001534,Std,2012-05-22,2014-02-27,647,620.0,0
MAC001573,Std,2012-05-23,2014-02-27,645,619.0,0
MAC001608,Std,2012-05-25,2014-02-27,643,613.0,0
MAC001615,Std,2012-05-26,2014-02-27,642,616.0,0
MAC001683,Std,2012-05-29,2014-02-27,638,613.0,0
MAC001923,Std,2012-06-09,2014-02-27,629,600.0,0
MAC002063,Std,2012-06-14,2014-02-27,623,599.0,0
MAC002174,Std,2012-06-21,2014-02-27,617,594.0,0
MAC002258,Std,2012-04-23,2014-02-27,676,649.0,0
MAC002402,Std,2012-04-30,2014-02-27,668,639.0,0
MAC002459,Std,2012-04-30,2014-02-27,667,640.0,0
MAC002502,Std,2012-07-07,2014-02-27,601,573.0,0
MAC002541,Std,2012-07-09,2014-02-27,598,571.0,0
MAC002616,Std,2012-05-03,2014-02-27,665,642.0,0
MAC002731,Std,2012-05-08,2014-02-27,660,635.0,0
MAC002907,Std,2012-07-02,2014-02-27,604,579.0,0
MAC003065,Std,2012-05-15,2014-02-27,654,628.0,0
MAC003161,Std,2012-07-23,2013-03-21,241,230.0,1
MAC003229,Std,2012-09-17,2014-02-27,527,506.0,0
MAC003311,Std,2012-09-24,2014-02-27,522,500.0,0
MAC003371,Std,2012-09-27,2014-02-27,519,496.0,0
MAC003420,Std,2012-10-01,2014-02-27,515,497.0,0
MAC003495,Std,2012-10-04,2014-02-27,511,492.0,0
MAC003496,Std,2012-10-04,2014-02-27,510,490.0,0
MAC003553,Std,2012-10-08,2014-02-27,508,486.0,0
MAC003585,Std,2012-10-10,2014-02-27,504,483.0,0
MAC003586,Std,2012-10-10,2014-02-27,506,487.0,0
MAC003699,Std,2012-11-06,2014-02-27,478,461.0,0
MAC003700,Std,2012-10-18,2014-02-27,498,479.0,0
MAC003809,Std,2012-10-22,2014-02-27,494,475.0,0
MAC003812,Std,2012-10-22,2014-02-27,493,476.0,0
MAC003887,Std,2012-10-26,2014-02-27,489,470.0,0
MAC003934,Std,2012-12-05,2014-02-27,449,431.0,0
MAC003959,Std,2012-07-06,2014-02-27,602,581.0,0
MAC004047,Std,2012-07-07,2013-08-15,405,387.0,1
MAC004214,Std,2012-05-23,2014-02-27,645,616.0,0
MAC004256,Std,2012-05-24,2014-02-27,645,620.0,0
MAC004294,Std,2012-05-24,2014-02-27,643,621.0,0
MAC004329,Std,2012-03-14,2014-02-27,716,689.0,0
MAC004420,Std,2012-03-19,2014-01-17,670,644.0,0
MAC004425,Std,2012-03-19,2014-02-27,710,685.0,0
MAC004501,Std,2011-12-19,2014-02-27,802,772.0,0
MAC004531,Std,2011-12-21,2014-02-27,800,769.0,0
MAC004557,Std,2011-12-22,2014-02-27,799,770.0,0
MAC004583,Std,2011-12-28,2014-02-27,793,763.0,0
MAC004678,Std,2012-07-13,2014-02-27,594,571.0,0
MAC004682,Std,2012-07-13,2014-02-27,595,573.0,0
MAC004727,Std,2012-04-02,2014-02-27,697,665.0,0
MAC004847,Std,2011-12-29,2014-02-27,792,758.0,0
MAC004912,Std,2012-01-18,2014-02-27,772,736.0,0
MAC004934,Std,2012-01-20,2014-02-27,770,743.0,0
MAC004994,Std,2012-01-27,2014-02-27,762,732.0,0
MAC005004,Std,2012-01-28,2014-02-27,762,734.0,0
MAC005042,Std,2012-02-01,2014-02-27,758,730.0,0
MAC005113,Std,2012-05-31,2014-02-27,634,609.0,0
MAC005139,Std,2012-05-31,2014-02-27,637,611.0,0
MAC005238,Std,2012-02-06,2014-02-27,751,721.0,0
MAC005260,Std,2012-02-08,2014-02-27,751,720.0,0
MAC005360,Std,2012-02-22,2014-02-27,737,711.0,0
MAC005381,Std,2012-02-24,2014-01-07,683,657.0,0
MAC005496,Std,2012-04-17,2013-12-09,600,575.0,0
MAC005528,Std,2012-04-17,2014-02-27,680,653.0,0
MAC005534,Std,2012-04-17,2014-02-27,679,652.0,0
MAC000247,ToU,2011-12-03,2014-02-27,818,784.0,0
MAC000582,ToU,2012-04-11,2014-02-27,686,661.0,0
MAC000587,ToU,2012-04-12,2014-02-27,687,661.0,0
MAC000665,ToU,2012-04-18,2014-02-27,679,653.0,0
MAC000666,ToU,2012-04-18,2013-11-18,579,557.0,1
MAC001529,ToU,2012-05-22,2014-02-27,645,620.0,0
MAC001873,ToU,2012-06-08,2014-02-27,629,602.0,0
MAC002092,ToU,2012-06-16,2013-03-03,261,248.0,1
MAC002217,ToU,2012-06-28,2014-02-27,608,584.0,0
MAC002222,ToU,2012-06-29,2014-02-27,608,583.0,0
MAC002848,ToU,2012-05-11,2014-02-27,658,634.0,0
MAC002897,ToU,2012-07-02,2013-08-02,395,378.0,1
MAC003262,ToU,2012-09-19,2014-02-27,526,508.0,0
MAC003338,ToU,2012-09-26,2014-02-27,520,500.0,0
MAC003358,ToU,2012-09-26,2014-02-27,520,499.0,0
MAC003505,ToU,2012-10-05,2014-02-27,511,492.0,0
MAC003649,ToU,2012-10-12,2014-02-27,503,482.0,0
MAC003705,ToU,2012-10-17,2014-02-27,499,480.0,0
MAC003706,ToU,2012-10-17,2014-02-27,498,478.0,0
MAC003848,ToU,2012-10-24,2014-02-27,492,474.0,0
MAC005432,ToU,2012-04-14,2014-02-27,685,658.0,0
MAC005448,ToU,2012-04-16,2014-02-27,683,658.0,0
MAC000033,Std,2011-12-07,2014-02-27,814,784.0,0
MAC000039,Std,2011-12-08,2014-02-27,813,783.0,0
MAC000080,Std,2011-12-10,2013-05-28,536,512.0,1
MAC000208,Std,2011-11-30,2014-02-27,809,780.0,0
MAC000242,Std,2011-12-02,2014-02-27,819,782.0,0
MAC000309,Std,2012-03-06,2014-02-27,724,698.0,0
MAC000340,Std,2012-03-08,2014-02-27,722,691.0,0
MAC000368,Std,2012-03-12,2014-02-27,718,689.0,0
MAC000370,Std,2012-03-12,2014-02-27,718,692.0,0
MAC000397,Std,2012-03-13,2014-02-27,716,690.0,0
MAC000675,Std,2012-04-18,2014-02-27,678,653.0,0
MAC000676,Std,2012-04-18,2014-02-27,679,654.0,0
MAC000715,Std,2012-04-19,2014-02-27,680,656.0,0
MAC000848,Std,2012-04-26,2014-02-27,672,643.0,0
MAC000890,Std,2012-04-27,2014-02-27,671,644.0,0
MAC000933,Std,2012-05-01,2014-02-27,643,620.0,0
MAC001061,Std,2012-05-08,2014-02-27,658,625.0,0
MAC001144,Std,2012-05-09,2014-02-27,657,629.0,0
MAC001181,Std,2012-05-09,2014-02-16,649,624.0,0
MAC001217,Std,2012-05-12,2014-02-27,657,630.0,0
MAC001342,Std,2012-05-17,2013-11-23,556,534.0,1
MAC001401,Std,2012-05-17,2014-02-27,652,625.0,0
MAC001458,Std,2012-05-21,2014-02-27,648,624.0,0
MAC001488,Std,2012-05-22,2014-02-27,645,622.0,0
MAC001560,Std,2012-05-22,2014-02-27,645,619.0,0
MAC001648,Std,2012-05-28,2014-02-27,639,613.0,0
MAC001837,Std,2012-06-07,2014-02-27,631,605.0,0
MAC001902,Std,2012-06-08,2013-09-10,459,440.0,1
MAC001964,Std,2012-06-11,2014-02-27,626,601.0,0
MAC002072,Std,2012-06-15,2014-02-27,623,597.0,0
MAC002077,Std,2012-06-17,2014-02-27,621,598.0,0
MAC002304,Std,2012-04-24,2014-02-27,672,643.0,0
MAC002453,Std,2012-04-30,2014-02-27,667,634.0,0
MAC002538,Std,2012-07-09,2014-02-27,599,577.0,0
MAC002610,Std,2012-07-10,2014-02-27,597,574.0,0
MAC002637,Std,2012-05-03,2014-02-27,660,633.0,0
MAC002641,Std,2012-05-03,2014-02-27,664,638.0,0
MAC002658,Std,2012-05-04,2014-02-27,662,637.0,0
MAC002724,Std,2012-05-08,2014-02-27,661,633.0,0
MAC002749,Std,2012-05-10,2014-02-27,659,634.0,0
MAC002784,Std,2012-05-10,2014-02-27,656,631.0,0
MAC002967,Std,2012-07-03,2014-02-27,603,582.0,0
MAC003066,Std,2012-05-15,2014-02-27,653,626.0,0
MAC003070,Std,2012-05-15,2014-02-27,654,625.0,0
MAC003110,Std,2012-05-16,2014-02-27,653,628.0,0
MAC003207,Std,2012-09-17,2013-02-20,156,149.0,1
MAC003244,Std,2012-09-18,2014-02-27,528,510.0,0
MAC003250,Std,2012-09-18,2014-02-21,522,504.0,0
MAC003293,Std,2012-09-25,2014-02-27,521,499.0,0
MAC003320,Std,2012-09-25,2014-02-27,521,501.0,0
MAC003325,Std,2012-12-15,2014-02-27,440,423.0,0
MAC003326,Std,2012-09-24,2014-02-27,522,502.0,0
MAC003464,Std,2012-10-02,2013-08-21,324,313.0,1
MAC003470,Std,2012-10-03,2014-02-27,513,493.0,0
MAC003671,Std,2012-10-15,2014-02-27,501,480.0,0
MAC003774,Std,2012-10-19,2014-02-27,497,478.0,0
MAC003923,Std,2012-11-02,2014-02-27,483,463.0,0
MAC003963,Std,2012-07-06,2014-02-27,601,574.0,0
MAC004313,Std,2012-05-25,2014-02-27,643,620.0,0
MAC004433,Std,2012-03-20,2013-10-15,574,553.0,1
MAC004494,Std,2011-12-19,2014-02-27,802,775.0,0
MAC004522,Std,2011-12-20,2014-02-27,801,769.0,0
MAC004598,Std,2012-07-11,2014-02-27,597,574.0,0
MAC004643,Std,2012-07-12,2014-02-27,596,567.0,0
MAC004740,Std,2012-04-02,2014-02-27,697,672.0,0
MAC004769,Std,2012-04-03,2013-11-22,597,575.0,1
MAC004803,Std,2012-04-04,2014-02-03,670,642.0,0
MAC004945,Std,2012-01-21,2014-02-27,769,739.0,0
MAC004946,Std,2012-01-21,2014-02-27,769,731.0,0
MAC004975,Std,2012-01-25,2014-02-27,765,738.0,0
MAC005028,Std,2012-01-31,2014-02-27,759,730.0,0
MAC005182,Std,2012-02-02,2014-02-27,757,727.0,0
MAC005187,Std,2012-02-02,2014-02-27,757,730.0,0
MAC005213,Std,2012-02-03,2014-02-27,756,728.0,0
MAC005339,Std,2012-02-20,2014-02-27,739,711.0,0
MAC005365,Std,2012-02-22,2014-02-27,737,710.0,0
MAC005366,Std,2012-02-22,2014-02-27,737,705.0,0
MAC005403,Std,2012-02-27,2014-02-27,732,704.0,0
MAC000195,ToU,2011-11-28,2014-02-27,823,788.0,0
MAC000523,ToU,2012-03-27,2014-02-27,703,675.0,0
MAC000681,ToU,2012-04-18,2014-02-27,680,653.0,0
MAC000810,ToU,2012-04-25,2014-02-27,674,645.0,0
MAC001285,ToU,2012-05-14,2014-02-27,654,625.0,0
MAC001413,ToU,2012-05-18,2014-02-27,651,627.0,0
MAC001984,ToU,2012-06-12,2014-02-27,625,601.0,0
MAC003256,ToU,2012-09-19,2014-02-27,527,508.0,0
MAC003747,ToU,2012-10-18,2014-02-27,498,473.0,0
MAC004711,ToU,2012-07-13,2014-02-27,595,573.0,0
MAC004746,ToU,2012-04-02,2014-02-27,697,672.0,0
MAC005266,ToU,2012-02-09,2014-02-27,750,723.0,0
MAC005290,ToU,2012-02-13,2014-02-27,746,718.0,0
MAC005354,ToU,2012-02-22,2014-02-27,609,584.0,0
MAC000151,Std,2011-11-23,2014-02-27,828,790.0,0
MAC000188,Std,2011-11-28,2014-02-27,823,791.0,0
MAC000190,Std,2011-11-28,2014-02-27,823,785.0,0
MAC000254,Std,2011-12-03,2014-02-27,818,787.0,0
MAC000285,Std,2012-03-01,2014-02-27,729,701.0,0
MAC000375,Std,2012-03-12,2014-02-27,718,687.0,0
MAC000376,Std,2012-03-12,2014-02-27,718,692.0,0
MAC000414,Std,2012-03-21,2014-02-27,699,670.0,0
MAC000484,Std,2012-03-23,2014-02-27,707,680.0,0
MAC000555,Std,2012-04-11,2014-02-27,688,662.0,0
MAC000556,Std,2012-04-11,2014-02-27,687,659.0,0
MAC000592,Std,2012-04-12,2014-02-27,686,661.0,0
MAC000670,Std,2012-04-18,2014-02-27,680,657.0,0
MAC000745,Std,2012-04-19,2014-02-27,679,653.0,0
MAC000746,Std,2012-04-19,2014-02-27,678,655.0,0
MAC000816,Std,2012-04-25,2014-02-27,670,641.0,0
MAC001011,Std,2012-05-02,2013-08-15,460,443.0,1
MAC001269,Std,2012-05-14,2014-02-27,651,626.0,0
MAC001353,Std,2012-05-17,2014-02-27,650,625.0,0
MAC001394,Std,2012-05-17,2013-07-03,413,396.0,1
MAC001492,Std,2012-05-22,2014-02-27,644,612.0,0
MAC001553,Std,2012-05-22,2014-02-27,647,620.0,0
MAC001717,Std,2012-06-01,2014-02-27,593,572.0,0
MAC001747,Std,2012-06-02,2014-02-27,633,606.0,0
MAC001751,Std,2012-06-02,2014-02-27,635,613.0,0
MAC001798,Std,2012-06-06,2014-02-27,630,601.0,0
MAC001822,Std,2012-06-07,2014-02-27,629,600.0,0
MAC001827,Std,2012-06-07,2014-02-27,630,605.0,0
MAC001929,Std,2012-06-09,2014-02-27,627,605.0,0
MAC001932,Std,2012-06-09,2014-02-27,626,601.0,0
MAC002028,Std,2012-06-13,2014-02-27,623,598.0,0
